subjCode	sex	age	seed	experimenter	inputType	input	gaze	pygazeVersion	trialType	trialID	blockID	image	audio	audioType	audioDur	box	curTrialIndex	expTimer	trialStart	trialTime	totalTime	lookAways	totalLookingTime	totalLookingTimeNS	agScreenTime	startScreenTime	audioStartTime	audioEndTime
BIRD-221	m	6.8	121	so	gaze	keyboard	yes	04	training	2	1	star1	starling_1_70dB	birdsong	34250	wp9	2	62750.6142228	51749.6742394	11000.9399834	7690.23217965	2	6636.84098504	6305.9131013	51749.7228298	54023.0872518	55043.5691036	7707.01055852
BIRD-221	m	6.8	121	so	gaze	keyboard	yes	04	training	1	2	star1	japanese_1_65dB	forward	34250	wp6	3	80713.0946156	63408.4034585	17304.6911571	9072.242875	4	7227.82980517	6560.97847241	63408.4150929	70549.1836824	71620.6131826	9092.45132073
BIRD-221	m	6.8	121	so	gaze	keyboard	yes	04	training	2	2	star1	starling_1_70dB	birdsong	34250	wp8	4	89244.390554	81451.2307041	7793.15984988	5579.02601705	2	4550.11203152	4421.00306874	81451.2905866	82613.9111386	83638.1871426	5606.16987728
BIRD-221	m	6.8	121	so	gaze	keyboard	yes	04	training	1	3	star1	japanese_1_65dB	forward	34250	wp10	5	102458.939116	89863.858442	12595.0806736	4723.93813019	1	3719.27619574	3553.3716901	89866.7163748	96677.8450666	97718.2113145	4740.69084506
BIRD-221	m	6.8	121	so	gaze	keyboard	yes	04	training	2	3	star1	starling_1_70dB	birdsong	34250	wp3	6	116139.312933	103095.963512	13043.3494206	9624.63488808	5	8033.82811049	7253.04579263	103095.973435	105418.104758	106497.138988	9642.1369891
BIRD-221	m	6.8	121	so	gaze	keyboard	yes	04	training	2	4	star1	starling_1_70dB	birdsong	34250	wp5	7	128328.758086	116902.222563	11426.535523	5846.78817895	2	4777.64653054	4508.54402821	116902.233855	121253.276083	122463.925442	5864.6659996
BIRD-221	m	6.8	121	so	gaze	keyboard	yes	04	training	1	4	star1	japanese_1_65dB	forward	34250	wp7	8	137084.547521	128980.136477	8104.4110441	5132.15749286	1	4112.0496497	3964.54856155	128980.147769	130898.41575	131935.399837	5149.10764876
BIRD-221	m	6.8	121	so	gaze	keyboard	yes	04	training	1	5	star1	japanese_1_65dB	forward	34250	wp1	9	147455.298263	137689.903682	9765.3945809	7107.33844055	4	4388.20185664	5356.4840036	137689.913947	139291.694612	140328.621554	7126.6411214
BIRD-221	m	6.8	121	so	gaze	keyboard	yes	04	training	2	5	star1	starling_1_70dB	birdsong	34250	wp2	10	161682.935417	148117.739167	13565.1962502	11387.401827	5	9770.1690945	9187.02008494	148117.750459	149256.092954	150276.692175	11406.2079968
BIRD-221	m	6.8	121	so	gaze	keyboard	yes	04	training	1	6	star1	japanese_1_65dB	forward	34250	wp4	11	181992.634458	162285.131153	19707.5033055	11163.6946721	9	6712.67099009	7651.75137343	162285.140734	169787.402238	170814.304857	11178.2960671
BIRD-221	m	6.8	121	so	gaze	keyboard	yes	04	training	2	6	star1	starling_1_70dB	birdsong	34250	wp12	12	201737.774056	182725.540927	19012.2331296	3978.61546295	1	2960.04540118	3393.52934173	182725.552219	196710.348577	197742.468498	3995.27133937
Bird_208	f	6.0	108	mz	gaze	keyboard	yes	04	training	1	1	star1	japanese_1_65dB	forward	34250	wp1	1	49122.0042417	23191.1214892	25930.8827525	23723.3937931	5	21117.4528176	20340.6714112	23191.5348507	24328.8563918	25381.5589475	23740.4103912
Bird_208	f	6.0	108	mz	gaze	keyboard	yes	04	training	2	1	star1	starling_1_70dB	birdsong	34250	wp3	2	71528.819641	49851.8889728	21676.9306682	18405.2283377	3	16152.5775891	16383.9614397	49851.9002649	52084.6039293	53106.3577589	18422.4180822
Bird_208	f	6.0	108	mz	gaze	keyboard	yes	04	training	2	2	star1	starling_1_70dB	birdsong	34250	wp7	3	107037.541636	72185.7231532	34851.8184823	31985.3071912	3	30160.0016699	30698.3241753	72185.7347876	74016.660724	75038.3444054	31999.1643803
Bird_208	f	6.0	108	mz	gaze	keyboard	yes	04	training	1	2	star1	japanese_1_65dB	forward	34250	wp4	4	123591.330976	107694.037946	15897.2930301	13724.8480862	2	12640.6479372	13258.4614195	107694.064294	108832.285786	109849.227787	13742.0710229
Bird_208	f	6.0	108	mz	gaze	keyboard	yes	04	training	1	3	star1	japanese_1_65dB	forward	34250	wp6	5	132350.778235	124199.746987	8151.03124781	6007.79330013	1	4987.08485065	4853.69606028	124199.755542	125296.743889	126333.216534	6017.52371866
Bird_208	f	6.0	108	mz	gaze	keyboard	yes	04	training	2	3	star1	starling_1_70dB	birdsong	34250	wp8	6	150842.014494	133063.193313	17778.8211808	11263.2930945	3	9937.18035493	9858.11608477	133063.204947	138519.837585	139561.868366	11280.1101978
Bird_208	f	6.0	108	mz	gaze	keyboard	yes	04	training	1	4	star1	japanese_1_65dB	forward	34250	wp5	7	168514.576465	151580.511035	16934.0654302	14544.6916248	2	13503.370196	12985.4769157	151580.524723	152932.154318	153952.90691	14561.6411544
Bird_208	f	6.0	108	mz	gaze	keyboard	yes	04	training	2	4	star1	starling_1_70dB	birdsong	34250	wp9	8	179013.878405	169365.682173	9648.1962317	4220.52729588	1	3199.90576181	3051.65751773	169365.696545	173764.124266	174784.685233	4229.15587353
Bird_208	f	6.0	108	mz	gaze	keyboard	yes	04	training	1	5	star1	japanese_1_65dB	forward	34250	wp11	9	197789.880994	179849.351317	17940.5296775	12522.3352046	1	11521.8085794	11402.2359158	179849.361925	184213.93815	185253.183533	12536.660505
Bird_208	f	6.0	108	mz	gaze	keyboard	yes	04	training	2	5	star1	starling_1_70dB	birdsong	34250	wp2	10	207304.845499	198395.099614	8909.74588538	4463.29295759	1	3443.14193011	3292.76768061	198395.108511	201802.520683	202823.142902	4481.66803655
