"version","subjCode","gender","Days","curTrialIndex","audio","audioType","expTimer","trialStart","trialTime","totalTime","lookAways","looking_time","audioStartTime","audioEndTime","subj_exclusion","subj_exclusion_reason","trial_exclusion"
"version3","Bird_112","f",213,3,"japanese_1_65dB","forward",54442.8011615,46040.4277029,8402.37345855,4948.1272597,2,3104.14036128,49477.8083234,4964.96067275,"no","","no"
"version3","Bird_112","f",213,4,"backjapanese_1_65dB","backward",66492.6136103,55209.1354988,11283.4781115,6690.11484389,1,5535.52317579,59789.2665006,6703.31494437,"no","","no"
"version3","Bird_112","f",213,5,"starling_1_70dB","birdsong",77477.1253236,67230.2184983,10246.9068253,7637.23368655,4,5690.17369961,69823.2033101,7653.88129355,"no","","no"
"version3","Bird_112","f",213,6,"japanese_1_65dB","forward",99295.6622668,78107.5830772,21188.0791896,8424.09771142,7,3829.8882221,90854.8293493,8440.79938353,"no","","no"
"version3","Bird_112","f",213,7,"starling_1_70dB","birdsong",119893.897554,100063.842346,19830.055208,17549.5903712,8,13486.7581531,102327.485746,17566.378616,"no","","no"
"version3","Bird_112","f",213,8,"backjapanese_1_65dB","backward",130515.896513,120761.445893,9754.45061972,7303.36312391,1,6163.75194106,123193.228721,7322.62091254,"no","","no"
"version3","Bird_112","f",213,9,"japanese_1_65dB","forward",140379.634287,131350.002156,9029.63213137,2542.44761672,1,1399.84950738,137817.27531,2562.32441671,"no","","no"
"version3","Bird_112","f",213,10,"backjapanese_1_65dB","backward",148634.084907,141018.165536,7615.91937044,4146.44049655,5,2002.52087155,144471.285949,4162.76473942,"no","","no"
"version3","Bird_112","f",213,11,"japanese_1_65dB","forward",158532.491765,149255.451851,9277.03991442,2858.04382831,2,1871.00166231,155661.715602,2870.74091792,"no","","no"
"version3","Bird_112","f",213,12,"starling_1_70dB","birdsong",173968.230928,159147.933104,14820.2978235,6920.93284905,5,4926.4728124,167026.016612,6942.18728293,"no","","no"
"version3","Bird_113_Prac_818","f",207,1,"backjapanese_1_65dB","backward",51714.4459554,26973.7652367,24740.6807187,22586.8510687,6,20856.8150913,29109.9969135,22604.405242,"no","","no"
"version3","Bird_113_Prac_818","f",207,2,"japanese_1_65dB","forward",70374.3521552,52371.8008118,18002.5513434,14799.336637,5,13042.254914,55559.7899248,14814.535882,"no","","no"
"version3","Bird_113_Prac_818","f",207,3,"starling_1_70dB","birdsong",107723.770198,71010.0250412,36713.7451572,34263.7184324,7,31782.9055202,73442.8301981,34280.9047551,"no","","no"
"version3","Bird_113_Prac_818","f",207,4,"japanese_1_65dB","forward",131315.493662,108368.054211,22947.4394518,20864.0273585,4,19116.5501293,110433.601425,20881.8545967,"no","","no"
"version3","Bird_113_Prac_818","f",207,5,"starling_1_70dB","birdsong",155244.496099,132165.93279,23078.563309,20257.2593179,7,18409.4413393,134966.197438,20278.2596526,"no","","no"
"version3","Bird_113_Prac_818","f",207,6,"backjapanese_1_65dB","backward",170186.822599,156086.059249,14100.7633499,11953.4355878,4,9449.73004897,158216.939469,11969.8478843,"no","","no"
"version3","Bird_113_Prac_818","f",207,7,"starling_1_70dB","birdsong",194797.61407,170804.585095,23993.0289743,21800.7286522,5,18958.5139794,172984.373706,21813.2034074,"no","","no"
"version3","Bird_113_Prac_818","f",207,8,"backjapanese_1_65dB","backward",206171.761939,195513.756586,10658.0053532,7978.00184917,4,6498.90123878,198175.59922,7996.1298694,"no","","no"
"version3","Bird_113_Prac_818","f",207,9,"japanese_1_65dB","forward",216334.906251,206777.039757,9557.86649382,7072.56717293,3,5690.8597165,209245.822415,7089.0455115,"no","","no"
"version3","Bird_113_Prac_818","f",207,10,"backjapanese_1_65dB","backward",225745.948339,216964.799263,8781.14907636,6109.08738145,2,5246.30558223,219626.451641,6119.44879213,"no","","no"
"version3","Bird_113_Prac_818","f",207,11,"japanese_1_65dB","forward",234138.061691,226483.614736,7654.44695458,5186.12898656,2,3376.84258938,228938.982652,5199.04345155,"no","","no"
"version3","Bird_113_Prac_818","f",207,12,"starling_1_70dB","birdsong",243652.657319,234959.372526,8693.284793,6154.60059635,2,5134.10498694,237482.885879,6169.73790558,"no","","no"
"version3","Bird_114","f",229,1,"backjapanese_1_65dB","backward",65867.7189782,29492.4058785,36375.3130997,34269.2123439,4,32814.8749381,31581.3593796,34286.3219582,"no","","no"
"version3","Bird_114","f",229,2,"japanese_1_65dB","forward",94204.6727475,66566.3439402,27638.3288074,25066.2909014,3,23929.5809734,69126.7136647,25077.9234955,"no","","no"
"version3","Bird_114","f",229,3,"starling_1_70dB","birdsong",125102.390781,95096.1708765,30006.2199048,27521.7472536,10,22267.7690057,97566.6474587,27535.7067087,"no","","no"
"version3","Bird_114","f",229,4,"backjapanese_1_65dB","backward",163221.801524,125775.980088,37445.8214367,34257.2235347,8,31340.1792094,128950.918973,34270.8486746,"no","","no"
"version3","Bird_114","f",229,5,"japanese_1_65dB","forward",172885.574557,163863.381778,9022.19277907,6803.77067826,2,5654.15112005,166065.092226,6820.44605925,"no","","no"
"version3","Bird_114","f",229,6,"starling_1_70dB","birdsong",181797.000197,173695.844363,8101.15583398,4095.63980465,4,1819.93141236,177684.483122,4112.48182996,"no","","no"
"version3","Bird_114","f",229,7,"japanese_1_65dB","forward",188100.76061,182601.193817,5499.56679322,2084.15195497,2,443.722128999,185999.011084,2101.71359626,"no","","yes"
"version3","Bird_114","f",229,8,"starling_1_70dB","birdsong",227310.414209,188693.826838,38616.5873709,34273.6272204,10,30432.0881661,193016.374942,34294.0002573,"no","","no"
"version3","Bird_114","f",229,9,"backjapanese_1_65dB","backward",239278.863342,227979.964016,11298.8993263,5511.23429026,8,2305.91891849,233750.00787,5528.81885797,"no","","no"
"version3","Bird_114","f",229,10,"japanese_1_65dB","forward",260148.726112,239895.482536,20253.2435758,15533.271375,7,12569.2631242,244595.025924,15553.6635742,"no","","no"
"version3","Bird_114","f",229,11,"starling_1_70dB","birdsong",285874.43471,260994.630426,24879.8042836,22056.1502358,17,14063.4322842,263805.399139,22068.9992992,"no","","no"
"version3","Bird_114","f",229,12,"backjapanese_1_65dB","backward",314915.685165,286525.88496,28389.8002048,26176.5936945,12,19059.841048,288722.326437,26193.3224564,"no","","no"
"version3","Bird_115","f",230,1,"backjapanese_1_65dB","backward",40541.1939945,33573.5811623,6967.6128322,3642.51578844,1,2473.88166952,36883.8246204,3657.32591657,"no","","no"
"version3","Bird_115","f",230,2,"starling_1_70dB","birdsong",53603.6072505,41173.6207874,12429.9864631,10217.4431083,6,7603.35677071,43366.7735198,10236.79917,"no","","no"
"version3","Bird_115","f",230,3,"japanese_1_65dB","forward",75198.7026382,54256.703755,20941.9988832,18327.6107381,12,14210.8560385,56858.0583988,18340.6137849,"no","","no"
"version3","Bird_115","f",230,4,"starling_1_70dB","birdsong",103688.378561,75926.0191651,27762.359396,13740.4650027,7,11455.627445,89931.2768445,13757.065445,"no","","no"
"version3","Bird_115","f",230,5,"japanese_1_65dB","forward",124369.897673,104441.184482,19928.7131911,17017.4073157,7,14359.5859146,107338.678384,17031.1833594,"no","","no"
"version3","Bird_115","f",230,6,"backjapanese_1_65dB","backward",135727.586854,125113.093315,10614.4935382,7591.79261373,2,6356.90352286,128115.628567,7611.91927711,"no","","no"
"version3","Bird_115","f",230,7,"japanese_1_65dB","forward",164379.442594,136354.401121,28025.0414729,24222.8927536,7,20903.2528832,140142.160258,24237.2467485,"no","","no"
"version3","Bird_115","f",230,8,"backjapanese_1_65dB","backward",177391.976162,165034.775622,12357.2005398,10183.4014739,3,8005.54100884,167189.711716,10202.2278326,"no","","no"
"version3","Bird_115","f",230,9,"starling_1_70dB","birdsong",193286.986482,178110.465331,15176.5211512,12037.3923142,2,10599.3155607,181232.816474,12054.1330526,"no","","no"
"version3","Bird_115","f",230,10,"japanese_1_65dB","forward",208819.124881,194107.889017,14711.2358643,10553.1988864,8,5411.51016025,198253.145711,10565.9459785,"no","","no"
"version3","Bird_115","f",230,11,"backjapanese_1_65dB","backward",215963.346806,209503.686706,6459.6601004,3172.29995155,2,2004.49186831,212770.450713,3192.86427007,"no","","no"
"version3","Bird_115","f",230,12,"starling_1_70dB","birdsong",230387.766255,216793.198517,13594.5677377,10382.7179926,7,6491.49669177,219994.668409,10393.0249604,"no","","no"
"version3","Bird_116","f",219,1,"starling_1_70dB","birdsong",42900.9578455,23468.728699,19432.2291465,17239.4408416,5,15529.0700221,25647.8812562,17253.0314208,"no","","no"
"version3","Bird_116","f",219,2,"japanese_1_65dB","forward",53202.7640371,43629.3334364,9573.43060069,6988.20794746,2,5683.86547733,46194.75724,7007.96641933,"no","","no"
"version3","Bird_116","f",219,3,"backjapanese_1_65dB","backward",59552.8334323,54040.9554912,5511.87794108,3124.98015322,1,1972.310354,56410.8254471,3141.97547763,"no","","no"
"version3","Bird_116","f",219,4,"starling_1_70dB","birdsong",68313.0538272,60177.1288725,8135.92495461,5739.45384467,1,4566.44830672,62567.5586985,5745.46227889,"no","","no"
"version3","Bird_116","f",219,5,"japanese_1_65dB","forward",75285.3484406,69170.7874919,6114.56094868,3539.85296976,1,2370.57246256,71728.8601255,3556.45512306,"no","","no"
"version3","Bird_116","f",219,6,"backjapanese_1_65dB","backward",82374.3785913,75983.560727,6390.81786427,3290.63041508,2,1998.42492037,79070.7061202,3303.63483063,"no","","no"
"version3","Bird_116","f",219,7,"starling_1_70dB","birdsong",90456.1982102,83212.1382073,7244.06000291,4726.64447478,1,3553.04216541,85710.9237912,4745.23848953,"no","","no"
"version3","Bird_116","f",219,8,"backjapanese_1_65dB","backward",100303.623539,91067.8341578,9235.78938073,7039.76365936,5,4864.76010073,93242.3617365,7061.22484599,"no","","no"
"version3","Bird_116","f",219,9,"japanese_1_65dB","forward",107035.193431,101111.63629,5923.55714086,2941.54582958,1,1773.50608679,104076.928078,2958.23318709,"no","","no"
"version3","Bird_116","f",219,10,"backjapanese_1_65dB","backward",113020.518124,107636.878283,5383.63984023,2287.62705345,1,1602.47016826,110720.381797,2300.10142375,"no","","no"
"version3","Bird_116","f",219,11,"japanese_1_65dB","forward",119859.708759,113865.203573,5994.50518616,2692.20693188,1,1604.83740718,117156.646678,2703.02444027,"no","","no"
"version3","Bird_116","f",219,12,"starling_1_70dB","birdsong",132816.143762,120612.999557,12203.1442052,9344.76723179,2,7965.15594079,123454.940679,9361.16852221,"no","","no"
"version3","Bird_117","m",195,1,"starling_1_70dB","birdsong",41155.0878353,29011.7400002,12143.3478351,8947.75701629,1,8816.22446195,32194.5960891,8960.43460141,"no","","no"
"version3","Bird_117","m",195,2,"backjapanese_1_65dB","backward",50701.6255806,41781.9557337,8919.66984695,6799.74726273,2,5590.11080617,43885.6608365,6815.93223655,"no","","no"
"version3","Bird_117","m",195,3,"japanese_1_65dB","forward",65314.3859059,51404.3803693,13910.0055366,10880.8794958,2,10117.2586798,54416.6107195,10897.7457585,"no","","no"
"version3","Bird_117","m",195,4,"backjapanese_1_65dB","backward",72369.9292568,65912.6567803,6457.27247657,3436.68872386,1,2342.23765245,68916.9919128,3452.90107251,"no","","no"
"version3","Bird_117","m",195,5,"starling_1_70dB","birdsong",85326.8900035,72978.4707922,12348.4192113,9849.81806064,3,8161.95136739,75463.8708159,9862.98565357,"no","","no"
"version3","Bird_117","m",195,6,"japanese_1_65dB","forward",93970.7138169,85917.4894487,8053.2243682,5369.96792362,2,4233.03262179,88587.9605202,5382.71428773,"no","","no"
"version3","Bird_117","m",195,7,"starling_1_70dB","birdsong",106493.606287,94663.9480126,11829.6582742,8045.14505534,3,6371.97243917,98435.8435287,8057.70800868,"no","","no"
"version3","Bird_117","m",195,8,"backjapanese_1_65dB","backward",115789.729476,107297.416303,8492.31317255,4861.79245706,1,3693.10998282,110911.032774,4878.65529791,"no","","no"
"version3","Bird_117","m",195,9,"japanese_1_65dB","forward",137457.641693,116382.949026,21074.6926672,18404.3252777,2,17054.863773,119039.073338,18418.5259249,"no","","no"
"version3","Bird_117","m",195,10,"backjapanese_1_65dB","backward",153075.225448,138279.59124,14795.6342078,10499.3430062,4,7872.90660222,142557.600563,10517.5875872,"no","","no"
"version3","Bird_117","m",195,11,"starling_1_70dB","birdsong",161566.570923,153770.649281,7795.92164251,4979.72113348,1,4013.5819781,156570.036908,4996.49877049,"no","","no"
"version3","Bird_117","m",195,12,"japanese_1_65dB","forward",177185.046068,162274.110475,14910.9355934,4040.90641876,1,2886.96011022,173125.109071,4059.89764584,"no","","no"
"version3","Bird_119","m",230,1,"starling_1_70dB","birdsong",58750.5220021,36614.9451719,22135.5768302,1051.85494671,1,10.3353337618,57686.8805182,1063.60829208,"yes","number of useable trials","yes"
"version3","Bird_119","m",230,2,"japanese_1_65dB","forward",97489.3313788,59588.1870462,37901.1443326,16747.7965044,3,14602.4766614,80724.7031723,16764.5936459,"yes","number of useable trials","no"
"version3","Bird_119","m",230,3,"backjapanese_1_65dB","backward",136145.184338,98342.8672715,37802.3170666,16712.9135554,7,13419.6927734,119415.449346,16729.6987204,"yes","number of useable trials","no"
"version3","Bird_119","m",230,4,"japanese_1_65dB","forward",177607.779149,137045.158401,40562.6207483,19489.9503901,3,17936.9864242,158104.111618,19503.6319439,"yes","number of useable trials","no"
"version3","Bird_119","m",230,5,"backjapanese_1_65dB","backward",228085.331518,178485.882504,49599.4490149,28501.5052686,4,26163.8364606,199565.622389,28519.6786753,"yes","number of useable trials","no"
"version3","Bird_119","m",230,6,"starling_1_70dB","birdsong",251110.161436,228965.778493,22144.3829425,1038.45227318,1,21.2670947076,250053.468688,1056.65544991,"yes","number of useable trials","yes"
"version3","Bird_119","m",230,7,"backjapanese_1_65dB","backward",273968.02596,251848.024673,22120.0012866,1035.58408457,1,20.4236104037,272908.106756,1059.89251309,"yes","number of useable trials","yes"
"version3","Bird_120","m",200,1,"japanese_1_65dB","forward",37684.8793728,29063.3539238,8621.52544902,6230.59397918,1,5495.32095626,31437.6332812,6247.21153083,"no","","no"
"version3","Bird_120","m",200,2,"backjapanese_1_65dB","backward",68330.8977714,38419.058771,29911.8390004,27433.7138892,2,25975.3161109,40888.2990372,27442.5638313,"no","","no"
"version3","Bird_120","m",200,3,"starling_1_70dB","birdsong",106083.037457,69214.4222952,36868.6151618,34257.0822121,6,30985.5980991,71813.6947405,34269.3057605,"no","","no"
"version3","Bird_120","m",200,4,"japanese_1_65dB","forward",113824.344236,107087.155659,6737.18857703,4249.08396957,1,3095.68018254,109561.851045,4262.4558923,"no","","no"
"version3","Bird_120","m",200,5,"backjapanese_1_65dB","backward",143333.790949,114614.900397,28718.8905527,26191.4787612,6,22372.5663771,117125.688819,26208.0679115,"no","","no"
"version3","Bird_120","m",200,6,"starling_1_70dB","birdsong",157723.793386,143975.836917,13747.9564685,11534.7574863,2,10111.2451718,146165.245114,11558.3183228,"no","","no"
"version3","Bird_120","m",200,7,"japanese_1_65dB","forward",166506.743791,158352.620045,8154.1237452,3794.13986899,4,1452.69833753,162695.952836,3810.75673627,"no","","no"
"version3","Bird_120","m",200,8,"starling_1_70dB","birdsong",198791.663815,167310.372804,31481.2910109,27985.1601017,8,24701.616005,170789.889584,28001.7485676,"no","","no"
"version3","Bird_120","m",200,9,"backjapanese_1_65dB","backward",217388.568679,199441.098593,17947.4700861,12207.2781475,3,10722.2887963,205162.18187,12226.3426672,"no","","no"
"version3","Bird_120","m",200,10,"starling_1_70dB","birdsong",230493.356812,218225.781825,12267.5749865,10115.9204515,2,8915.95412251,220360.953972,10132.3638307,"no","","no"
"version3","Bird_120","m",200,11,"backjapanese_1_65dB","backward",247528.404471,231131.193899,16397.2105727,14213.8364737,5,11164.7287564,233300.935672,14227.4328701,"no","","no"
"version3","Bird_120","m",200,12,"japanese_1_65dB","forward",259888.953638,248248.589169,11640.3644686,7337.30314072,3,5996.50799755,252530.096578,7358.8207879,"no","","no"
"version3","Bird_121","m",237,1,"backjapanese_1_65dB","backward",39942.2666697,31092.6662383,8849.60043143,6514.14110721,1,5376.18267439,33413.1885346,6529.04733846,"no","","no"
"version3","Bird_121","m",237,2,"japanese_1_65dB","forward",61526.5052515,40895.0910929,20631.4141586,17975.9191241,6,14581.0833007,43542.5547204,17983.9159705,"no","","no"
"version3","Bird_121","m",237,3,"starling_1_70dB","birdsong",69669.0725643,62218.6557496,7450.41681466,4736.18790296,1,3551.57846183,64921.8813839,4747.15661979,"no","","no"
"version3","Bird_121","m",237,4,"backjapanese_1_65dB","backward",77211.2645694,70329.4101907,6881.85437869,4722.74211419,2,2686.60950821,72470.0031002,4741.22622418,"no","","no"
"version3","Bird_121","m",237,5,"starling_1_70dB","birdsong",85738.180442,78021.9596756,7716.22076634,4628.92134621,2,2808.47022415,81093.4648963,4644.67995847,"no","","no"
"version3","Bird_121","m",237,6,"japanese_1_65dB","forward",92005.9735108,86415.8240379,5590.14947293,2754.96355395,1,1552.48969854,89234.4153884,2771.5232196,"no","","no"
"version3","Bird_121","m",237,7,"backjapanese_1_65dB","backward",99703.6136712,92629.8421641,7073.77150714,3663.6941119,3,1946.59666945,96022.1591691,3681.40899164,"no","","no"
"version3","Bird_121","m",237,8,"starling_1_70dB","birdsong",107253.85693,100323.405541,6930.45138896,4782.90666376,1,3613.27770786,102457.209857,4796.61080166,"no","","no"
"version3","Bird_121","m",237,9,"japanese_1_65dB","forward",113607.599844,108251.076341,5356.52350361,2972.75528829,1,1852.7533173,110620.727059,2986.83480233,"no","","no"
"version3","Bird_121","m",237,10,"starling_1_70dB","birdsong",124558.330784,114397.554135,10160.7766488,6436.52789726,2,4605.73904617,118105.184365,6453.1094627,"no","","no"
"version3","Bird_121","m",237,11,"backjapanese_1_65dB","backward",137623.05973,125327.116872,12295.942858,9600.1840267,2,8566.0816,128003.553584,9619.46234638,"no","","no"
"version3","Bird_121","m",237,12,"japanese_1_65dB","forward",144955.954041,138240.351943,6715.60209718,4131.58593513,1,3063.76501248,140810.011422,4145.91387496,"no","","no"
"version3","Bird_122","f",191,1,"japanese_1_65dB","forward",23542.6356218,16339.7083622,7202.92725958,4153.5173926,1,3052.40775365,19369.5743076,4173.0250425,"no","","no"
"version3","Bird_122","f",191,2,"backjapanese_1_65dB","backward",47085.6873411,24387.4849781,22698.202363,19916.8013737,6,17912.1733156,27150.1981938,19935.4562974,"no","","no"
"version3","Bird_122","f",191,3,"starling_1_70dB","birdsong",62677.5761089,47765.1307559,14912.445353,11735.1929515,2,11409.5785234,50925.642419,11751.8991292,"no","","no"
"version3","Bird_122","f",191,4,"backjapanese_1_65dB","backward",95998.9700218,63539.7917186,32459.1783033,29228.9234299,8,26919.0344759,66759.4049669,29239.526388,"no","","no"
"version3","Bird_122","f",191,5,"japanese_1_65dB","forward",114575.814607,96666.5703985,17909.2442082,14135.4137296,2,12938.7997914,100422.041602,14153.7268101,"no","","no"
"version3","Bird_122","f",191,6,"starling_1_70dB","birdsong",153613.835858,115222.48042,38391.3554376,34254.9671639,5,32713.1069343,119342.016061,34271.7773659,"no","","no"
"version3","Bird_122","f",191,7,"backjapanese_1_65dB","backward",163611.746131,154475.657954,9136.08817708,6100.99055842,2,5178.18964739,157496.468646,6115.24121337,"no","","no"
"version3","Bird_122","f",191,8,"japanese_1_65dB","forward",170886.541573,164216.542818,6669.99875445,3828.70470492,1,3762.38026932,167040.131167,3846.37892521,"no","","no"
"version3","Bird_122","f",191,9,"starling_1_70dB","birdsong",208875.990627,171578.982902,37297.0077252,34275.4459361,4,33161.4998946,174582.820854,34293.1393188,"no","","no"
"version3","Bird_122","f",191,10,"japanese_1_65dB","forward",215759.114109,209521.471452,6237.64265711,3291.53241591,1,2773.42054043,212450.817686,3308.25844035,"no","","no"
"version3","Bird_122","f",191,11,"backjapanese_1_65dB","backward",226509.639364,216584.219023,9925.4203406,7667.76462569,2,5927.39954119,218824.909868,7684.69322391,"no","","no"
"version3","Bird_122","f",191,12,"starling_1_70dB","birdsong",264194.848603,227324.389746,36870.458857,34257.154071,11,29767.9034845,229920.936685,34273.8759893,"no","","no"
"version3","Bird_123","m",195,1,"japanese_1_65dB","forward",48069.6620086,33444.9062443,14624.7557643,12451.074158,1,11283.070112,35598.1589676,12471.473613,"no","","no"
"version3","Bird_123","m",195,2,"backjapanese_1_65dB","backward",86102.5095282,48815.2750051,37287.2345231,34270.4981758,3,33768.6452353,51814.1971173,34288.2747704,"no","","no"
"version3","Bird_123","m",195,3,"starling_1_70dB","birdsong",94649.7292277,86753.9582437,7895.77098408,4515.44630373,1,3393.43932449,90114.5503907,4535.15111988,"no","","no"
"version3","Bird_123","m",195,4,"backjapanese_1_65dB","backward",102319.193042,95483.6031018,6835.58993999,4697.77188609,1,3544.52532216,97604.667357,4714.49249277,"no","","no"
"version3","Bird_123","m",195,5,"japanese_1_65dB","forward",113054.411093,102924.856846,10129.5542472,6921.3097398,1,5768.41460152,106115.30765,6938.06148546,"no","","no"
"version3","Bird_123","m",195,6,"starling_1_70dB","birdsong",121613.336997,113756.302222,7857.03477505,5679.10184227,2,4582.55115177,115917.238403,5696.06334832,"no","","no"
"version3","Bird_123","m",195,7,"backjapanese_1_65dB","backward",128924.734001,122432.074246,6492.65975495,4290.55886602,1,3168.90194369,124613.338024,4311.35799495,"no","","no"
"version3","Bird_123","m",195,8,"japanese_1_65dB","forward",142017.214724,129548.027602,12469.187122,9936.92645246,5,7861.5403462,132063.299733,9953.88932727,"no","","no"
"version3","Bird_123","m",195,9,"starling_1_70dB","birdsong",154701.148926,142832.847999,11868.3009271,9348.7949214,2,8930.74553567,145338.568332,9362.55527169,"no","","no"
"version3","Bird_123","m",195,10,"japanese_1_65dB","forward",162675.930799,155385.275436,7290.65536265,4112.27656069,1,2925.29587165,158546.915496,4128.98005805,"no","","no"
"version3","Bird_123","m",195,11,"backjapanese_1_65dB","backward",171625.452456,163484.132465,8141.31999171,3539.12459083,1,2384.12842675,168066.460511,3558.95362071,"no","","no"
"version3","Bird_123","m",195,12,"starling_1_70dB","birdsong",179211.04291,172455.834658,6755.20825135,3960.30874814,1,2806.75353188,175238.030141,3972.98060281,"no","","no"
"version3","Bird_124","m",198,1,"japanese_1_65dB","forward",35192.5470642,11616.0207118,23576.5263524,20592.8280669,3,18494.1794256,14582.9703886,20609.5404039,"no","","no"
"version3","Bird_124","m",198,2,"backjapanese_1_65dB","backward",47999.3163135,35987.3962836,12011.9200299,7351.48125235,1,6212.07148118,40631.8769008,7367.40348318,"no","","no"
"version3","Bird_124","m",198,3,"starling_1_70dB","birdsong",72512.5582058,48835.8437198,23676.7144859,21049.5344225,4,18617.0951741,51444.2624398,21068.1561543,"no","","no"
"version3","Bird_124","m",198,4,"backjapanese_1_65dB","backward",86458.5291775,73373.6079896,13084.9211879,10332.4044139,1,9210.28801064,76106.4545756,10352.0037695,"no","","no"
"version3","Bird_124","m",198,5,"japanese_1_65dB","forward",97208.9223485,87162.3006085,10046.62174,7924.72399323,2,6441.33470116,89263.2767952,7945.6096239,"no","","no"
"version3","Bird_124","m",198,6,"starling_1_70dB","birdsong",107068.711521,97920.802548,9147.9089732,7042.22944766,1,5856.55996868,100013.652173,7055.02547228,"no","","no"
"version3","Bird_124","m",198,7,"japanese_1_65dB","forward",117300.967153,107858.982984,9441.98416914,5913.42537208,1,4743.54296068,111370.756558,5930.17329639,"no","","no"
"version3","Bird_124","m",198,8,"starling_1_70dB","birdsong",135458.010767,118001.883389,17456.1273779,12873.4115752,5,9782.29477772,122567.954607,12890.0215988,"no","","no"
"version3","Bird_124","m",198,9,"backjapanese_1_65dB","backward",146877.295722,136174.596016,10702.6997063,7451.26321178,3,5263.16524271,139409.370817,7467.88897588,"no","","no"
"version3","Bird_124","m",198,10,"starling_1_70dB","birdsong",159066.023655,147484.73545,11581.288205,7607.36376229,3,5776.88414149,151442.071084,7623.9210893,"no","","no"
"version3","Bird_124","m",198,11,"japanese_1_65dB","forward",167631.127857,159915.75805,7715.36980665,5061.53144411,1,4683.13422703,162548.348066,5082.44136994,"no","","no"
"version3","Bird_124","m",198,12,"backjapanese_1_65dB","backward",174046.106409,168317.070742,5729.03566668,1700.33623143,1,517.915803226,172329.123198,1716.94796592,"no","","yes"
"version3","Bird_125","f",192,1,"backjapanese_1_65dB","backward",37977.9211687,30333.3036773,7644.6174914,5484.35049097,1,4369.54282655,32468.069992,5509.82140657,"no","","no"
"version3","Bird_125","f",192,2,"starling_1_70dB","birdsong",48573.0045798,38607.9858554,9965.01872438,7308.88258657,2,6155.32070986,41245.4889693,7327.48310288,"no","","no"
"version3","Bird_125","f",192,3,"japanese_1_65dB","forward",56779.9857103,49400.7918855,7379.1938248,4714.13793907,3,4561.33810934,52047.3105593,4732.64743402,"no","","no"
"version3","Bird_125","f",192,4,"backjapanese_1_65dB","backward",62896.5251753,57491.5182494,5405.00692584,2307.03615397,1,1203.88982727,60573.084309,2323.40493679,"no","","no"
"version3","Bird_125","f",192,5,"starling_1_70dB","birdsong",73664.1511474,63654.080972,10010.0701754,3742.20193597,1,2739.08017817,69904.8365175,3759.28109576,"no","","no"
"version3","Bird_125","f",192,6,"japanese_1_65dB","forward",84230.0724886,74283.5543623,9946.51812626,1936.02637839,2,1339.56327557,82277.6338698,1952.40440022,"no","","no"
"version3","Bird_125","f",192,7,"backjapanese_1_65dB","backward",91673.2108492,84959.3524756,6713.85837355,4576.52498365,1,4074.48966464,87078.4463549,4594.73027574,"no","","no"
"version3","Bird_125","f",192,8,"japanese_1_65dB","forward",103156.286699,92501.014922,10655.2717774,4075.54085829,2,1953.03710111,99067.6387699,4088.61200002,"no","","no"
"version3","Bird_125","f",192,9,"starling_1_70dB","birdsong",109497.880846,103759.102817,5738.7780284,1788.5400042,1,663.878083404,107687.859466,1809.98134403,"no","","yes"
"version3","Bird_125","f",192,10,"japanese_1_65dB","forward",117819.127961,110322.991919,7496.13604197,4828.46312202,2,3362.82333106,112976.693749,4842.39793979,"no","","no"
"version3","Bird_125","f",192,11,"backjapanese_1_65dB","backward",128089.707678,118631.843709,9457.86396897,1756.43856131,1,604.414808186,126313.774127,1775.8962521,"no","","yes"
"version3","Bird_125","f",192,12,"starling_1_70dB","birdsong",136862.665926,128791.355506,8071.31041971,2849.84218408,2,820.573010074,134004.108963,2858.53095684,"no","","yes"
"version3","Bird_126","f",225,1,"japanese_1_65dB","forward",37849.7648502,32715.5764867,5134.1883635,2894.32252757,1,1723.86319152,34943.1845557,2906.55291965,"no","","no"
"version3","Bird_126","f",225,2,"starling_1_70dB","birdsong",48271.2842767,38509.966151,9761.3181257,6972.09990994,3,4543.92258124,41279.0611253,6992.19782971,"no","","no"
"version3","Bird_126","f",225,3,"backjapanese_1_65dB","backward",66490.7336182,49004.2581556,17486.4754626,11558.8606867,3,9271.2031788,54926.0294307,11564.6682581,"no","","no"
"version3","Bird_126","f",225,4,"starling_1_70dB","birdsong",76003.4618901,67417.663681,8585.79820915,4981.270822,2,4425.937725,71006.9268599,4996.50081166,"no","","no"
"version3","Bird_126","f",225,5,"japanese_1_65dB","forward",87490.4393387,76735.4489062,10754.9904325,8602.9892636,3,6230.11047117,78870.8267063,8619.57533419,"no","","no"
"version3","Bird_126","f",225,6,"backjapanese_1_65dB","backward",94578.6711707,88113.485802,6465.1853687,4296.53140306,1,3122.70701537,90265.394923,4313.23997604,"no","","no"
"version3","Bird_126","f",225,7,"japanese_1_65dB","forward",102771.059803,95471.1140737,7299.94572938,4012.23928892,1,3779.40775911,98742.3374414,4028.69464469,"no","","no"
"version3","Bird_126","f",225,8,"starling_1_70dB","birdsong",114980.827007,103416.729515,11564.0974927,2355.405435,1,1216.9880016,112608.756115,2372.03222566,"no","","no"
"version3","Bird_126","f",225,9,"backjapanese_1_65dB","backward",119579.218667,115609.286502,3969.93216514,1522.80221134,2,308.915778587,118036.268235,1542.9124498,"no","","yes"
